1431,32.7156,-117.16384,a551c877,02/09/2018 05 AM,1,
1431,32.7156,-117.16384,a551c877,02/09/2018 05 PM,59,
1431,32.7156,-117.16384,a551c877,02/09/2018 06 AM,28,
1431,32.7156,-117.16384,a551c877,02/09/2018 06 PM,30,
1431,32.7156,-117.16384,a551c877,02/09/2018 07 AM,48,
1431,32.7156,-117.16384,a551c877,02/09/2018 07 PM,22,
1431,32.7156,-117.16384,a551c877,02/09/2018 08 AM,56,
1431,32.7156,-117.16384,a551c877,02/09/2018 08 PM,29,
1431,32.7156,-117.16384,a551c877,02/09/2018 09 AM,39,
1431,32.7156,-117.16384,a551c877,02/09/2018 09 PM,11,
1431,32.7156,-117.16384,a551c877,02/09/2018 10 AM,60,
1431,32.7156,-117.16384,a551c877,02/09/2018 10 PM,18,
1431,32.7156,-117.16384,a551c877,02/09/2018 11 AM,42,
1431,32.7156,-117.16384,a551c877,02/09/2018 11 PM,5,
1431,32.7156,-117.16384,a551c877,02/09/2018 12 AM,6,
1431,32.7156,-117.16384,a551c877,02/09/2018 12 PM,145,
113,32.71997,-117.162964,9f43af09,02/08/2018 01 PM,4,
113,32.71997,-117.162964,9f43af09,02/08/2018 02 PM,2,
113,32.71997,-117.162964,9f43af09,02/08/2018 03 PM,6,
113,32.71997,-117.162964,9f43af09,02/08/2018 04 PM,0,
113,32.71997,-117.162964,9f43af09,02/08/2018 05 PM,6,
113,32.71997,-117.162964,9f43af09,02/08/2018 06 PM,4,
113,32.71997,-117.162964,9f43af09,02/08/2018 07 PM,0,
113,32.71997,-117.162964,9f43af09,02/08/2018 08 PM,0,
113,32.71997,-117.162964,9f43af09,02/08/2018 09 PM,0,
113,32.71997,-117.162964,9f43af09,02/08/2018 10 PM,0,
113,32.71997,-117.162964,9f43af09,02/08/2018 11 PM,1,
113,32.71997,-117.162964,9f43af09,02/08/2018 12 PM,4,
113,32.71997,-117.162964,9f43af09,02/09/2018 01 AM,0,
113,32.71997,-117.162964,9f43af09,02/09/2018 01 PM,5,
113,32.71997,-117.162964,9f43af09,02/09/2018 02 AM,1,
113,32.71997,-117.162964,9f43af09,02/09/2018 02 PM,2,
113,32.71997,-117.162964,9f43af09,02/09/2018 03 AM,2,
113,32.71997,-117.162964,9f43af09,02/09/2018 03 PM,3,
113,32.71997,-117.162964,9f43af09,02/09/2018 04 AM,1,
113,32.71997,-117.162964,9f43af09,02/09/2018 04 PM,7,
113,32.71997,-117.162964,9f43af09,02/09/2018 05 AM,0,
113,32.71997,-117.162964,9f43af09,02/09/2018 05 PM,5,
113,32.71997,-117.162964,9f43af09,02/09/2018 06 AM,4,
113,32.71997,-117.162964,9f43af09,02/09/2018 06 PM,5,
113,32.71997,-117.162964,9f43af09,02/09/2018 07 AM,2,
113,32.71997,-117.162964,9f43af09,02/09/2018 07 PM,4,
113,32.71997,-117.162964,9f43af09,02/09/2018 08 AM,9,
113,32.71997,-117.162964,9f43af09,02/09/2018 08 PM,3,
113,32.71997,-117.162964,9f43af09,02/09/2018 09 AM,7,
113,32.71997,-117.162964,9f43af09,02/09/2018 09 PM,0,
113,32.71997,-117.162964,9f43af09,02/09/2018 10 AM,5,
113,32.71997,-117.162964,9f43af09,02/09/2018 10 PM,3,
113,32.71997,-117.162964,9f43af09,02/09/2018 11 AM,7,
113,32.71997,-117.162964,9f43af09,02/09/2018 11 PM,0,
113,32.71997,-117.162964,9f43af09,02/09/2018 12 AM,0,
113,32.71997,-117.162964,9f43af09,02/09/2018 12 PM,11,
62,32.717888,-117.1611,9530e1d2,02/08/2018 01 PM,2,
62,32.717888,-117.1611,9530e1d2,02/08/2018 02 PM,2,
62,32.717888,-117.1611,9530e1d2,02/08/2018 03 PM,7,
62,32.717888,-117.1611,9530e1d2,02/08/2018 04 PM,1,
62,32.717888,-117.1611,9530e1d2,02/08/2018 05 PM,1,
62,32.717888,-117.1611,9530e1d2,02/08/2018 06 PM,4,
62,32.717888,-117.1611,9530e1d2,02/08/2018 07 PM,3,
62,32.717888,-117.1611,9530e1d2,02/08/2018 08 PM,4,
62,32.717888,-117.1611,9530e1d2,02/08/2018 09 PM,4,
62,32.717888,-117.1611,9530e1d2,02/08/2018 10 PM,3,
62,32.717888,-117.1611,9530e1d2,02/08/2018 11 PM,2,
62,32.717888,-117.1611,9530e1d2,02/08/2018 12 PM,4,
62,32.717888,-117.1611,9530e1d2,02/09/2018 01 AM,0,
62,32.717888,-117.1611,9530e1d2,02/09/2018 01 PM,7,
62,32.717888,-117.1611,9530e1d2,02/09/2018 02 AM,0,
62,32.717888,-117.1611,9530e1d2,02/09/2018 02 PM,8,
62,32.717888,-117.1611,9530e1d2,02/09/2018 03 AM,1,
62,32.717888,-117.1611,9530e1d2,02/09/2018 03 PM,2,
62,32.717888,-117.1611,9530e1d2,02/09/2018 04 AM,0,
62,32.717888,-117.1611,9530e1d2,02/09/2018 05 AM,0,
62,32.717888,-117.1611,9530e1d2,02/09/2018 06 AM,0,
62,32.717888,-117.1611,9530e1d2,02/09/2018 07 AM,1,
62,32.717888,-117.1611,9530e1d2,02/09/2018 08 AM,0,
62,32.717888,-117.1611,9530e1d2,02/09/2018 09 AM,1,
62,32.717888,-117.1611,9530e1d2,02/09/2018 10 AM,0,
62,32.717888,-117.1611,9530e1d2,02/09/2018 11 AM,1,
62,32.717888,-117.1611,9530e1d2,02/09/2018 12 AM,1,
62,32.717888,-117.1611,9530e1d2,02/09/2018 12 PM,3,
